dis_no,year,seq,glide,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,event_name,country,iso,region,continent,location,origin,associated_dis,associated_dis2,ofda_response,appeal,declaration,aid_contribution,dis_mag_value,dis_mag_scale,latitude,longitude,local_time,river_basin,start_year,start_month,start_day,end_year,end_month,end_day,total_deaths,no_injured,no_affected,no_homeless,total_affected,reconstruction_costs_000_us,reconstruction_costs_adjusted_000_us,insured_damages_000_us,insured_damages_adjusted_000_us,total_damages_000_us,total_damages_adjusted_000_us,cpi,adm_level,admin1_code,admin2_code,geo_locations,adm1_name,adm2_name,uf,nome_uf,codigo_municipio_completo,nome_municipio
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9554,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Gameleira - Pernambuco,NA,NA,2605905,Gameleira
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9567,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Ipojuca - Pernambuco,NA,NA,2607208,Ipojuca
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9577,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Jaqueira - Pernambuco,NA,NA,2607950,Jaqueira
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9581,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Joaquim Nabuco - Pernambuco,NA,NA,2608206,Joaquim Nabuco
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9584,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Jurema - Pernambuco,NA,NA,2608404,Jurema
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9588,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Lagoa Dos Gatos - Pernambuco,NA,NA,2608701,Lagoa dos Gatos
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9595,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Maraial - Pernambuco,NA,NA,2609204,Maraial
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9604,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Palmares - Pernambuco,NA,NA,2610004,Palmares
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9618,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Primavera - Pernambuco,NA,NA,2611408,Primavera
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9619,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Quipapa - Pernambuco,NA,NA,2611507,Quipapá
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9623,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Ribeirao - Pernambuco,NA,NA,2611804,Ribeirão
2017-0202-BRA,2017,0202,FL-2017-000067,Natural,Hydrological,Flood,Riverine flood,NA,NA,Brazil,BRA,South America,Americas,"Pernambuco (Caruaru, Ipojuca, Joaquim Nabuco, Jurema, Lagoa dos Gatos, Primavera, Quipapá, Sirinhaém, Tamandaré, Xexéu, Belém de Maria, Gameleira, Palmares, Amaraji, Maraial, Ribeirão, Cortês, Barra de Guabiraba, São Benedito do Sul, Rio Formoso, Catende, Água Preta, Jaqueira, Barreiros), Alagoas (Metropolitan Region, Paraiba Valley, Mundau Valley, North Coast, Grota de Santo Amaro, Callejón de la Anastácia, Riacho Velho, Carrasco, Piedras, Malhadas, Barra Nova, Playa Francés, Sitio Auxiliadora, Macéio, Atalaia, São Luis do Quitunde, Satuba, União dos Palmares, Capela, Chã Preta, Colônia Leopoldina, Jacuípe, Jundiá, Marechal Deodoro, Paulo Jacinto, Pilar, Quebrangulo, Rio Largo, Santa Luzia do Norte, Santana do Mundaú, São José da Laje, Branquinha, Cajueiro, Palmeira dos índios, Pedoca)",Heavy Rainfall,"Slide (land, mud, snow, rock)",NA,NA,NA,Yes,NA,266010,Km2,-8.096,-38.231,NA,NA,2017,5,26,2017,6,10,14,NA,104140,NA,104140,NA,NA,NA,NA,100000,110546,90.4601793133611,2,NA,9624,"Agua Preta, Amaraji, Atalaia, Barra De Guabiraba, Barreiros, Belem De Maria, Branquinha, Cajueiro, Capela, Caruaru, Catende, Cha Preta, Colonia Leopoldina, Cortes, Escada, Gameleira, Igreja Nova, Ipojuca, Jacuipe, Jaqueira, Joaquim Gomes, Joaquim Nabuco, Jundia, Jurema, Lagoa Dos Gatos, Maceio, Maraial, Marechal Deodoro, Murici, Palmares, Palmeira Dos Indios, Paulo Jacinto, Pilar, Primavera, Quebrangulo, Quipapa, Ribeirao, Rio Formoso, Rio Largo, Santa Luzia Do Norte, Santana Do Mundau, Sao Benedito Do Sul, Sao Jose Da Coroa Grande, Sao Jose Da Laje, Sao Luis Do Quitunde, Satuba, Sirinhaem, Tamandare, Uniao Dos Palmares, Vicosa, Xexeu (Adm2).",NA,Rio Formoso - Pernambuco,NA,NA,2611903,Rio Formoso
